xy_1,xy_2,fingerprint_1,fingerprint_2,fingerprint_3,fingerprint_4,fingerprint_5,fingerprint_6,fingerprint_7,fingerprint_8,fingerprint_9,fingerprint_10,fingerprint_11,fingerprint_12,fingerprint_13,fingerprint_14,fingerprint_15,fingerprint_16,fingerprint_17,fingerprint_18,fingerprint_19,fingerprint_20,fingerprint_21,fingerprint_22,fingerprint_23,fingerprint_24,fingerprint_25
382,0,-97.048,0,0,0,0,0,0,-82.4029126213592,0,0,0,0,0,0,0,0,0,0,-91.1564245810056,-95.3141592920354,0,-65.422126745435,0,-72.6377118644068,0
384,0,-92.2834331337325,0,0,0,0,0,0,-88.0741350906096,0,0,0,0,0,0,0,0,0,0,-89.425431711146,-95.1363636363636,0,-60.9397959183673,0,-76.5031315240084,0
386,0,-94.031887755102,0,0,0,0,0,0,-82.7267924528302,-100,0,0,0,0,0,0,0,0,0,-86.4239482200647,-95.3779527559055,0,-66.1060606060606,0,-76.0382882882883,0
388,0,-93.7632696390658,0,0,0,0,0,0,-82.3402909550917,-98,0,0,0,0,0,0,0,0,0,-89.911369740376,-96.0690909090909,0,-65.7938650306749,0,-75.6487163431434,0
390,0,-95.9187192118227,0,0,0,0,0,0,-89.6368477103301,0,0,0,0,0,0,0,0,0,0,-91.8451025056948,-94.8684210526316,0,-68.5372822299652,0,-73.5024875621891,0
392,0,-93.858123569794,0,0,0,0,0,0,-82.6967095851216,-97.75,0,0,0,0,0,0,0,0,0,-89.9711711711712,-93.1481481481482,0,-65.9783913565426,0,-73.4869358669834,0
394,0,-94.620253164557,0,0,0,0,0,0,-84.7574712643678,-98.25,0,0,0,0,0,0,0,0,0,-89.8984238178634,-93.3527054108216,0,-66.7619047619048,0,-69.7412823397075,0
396,0,-95.8200692041522,0,0,0,0,0,0,-91.8937246963563,-97.5,0,0,0,0,0,0,0,0,0,-93.7882136279926,-94.3364485981308,0,-60.4103448275862,0,-67.1277683134583,0
398,0,-93.0239520958084,0,0,0,0,0,0,-88.9551430781129,-97,0,0,0,0,0,0,0,0,0,-90.0214460784314,-93.7437557816836,0,-69.7529880478088,0,-71.2315022421525,0
400,0,-96.9428571428571,0,0,0,0,0,0,-90.6998841251448,-98.8,0,0,0,0,0,0,0,0,0,-91.1080168776371,-94.1818181818182,0,-66.784217877095,0,-66.9151817533856,0
402,0,-95.2571428571429,0,0,0,0,0,0,-89.6048,-100.166666666667,0,0,0,0,0,0,0,0,0,-92.4848484848485,-90.7228915662651,0,-75.3568677792041,0,-73.2853503184713,0
404,0,-98.4782608695652,0,0,0,0,0,0,-88.0358974358974,-98.7894736842105,0,0,0,0,0,0,0,0,0,-93.6790352504638,-94.187643020595,0,-78.4002447980416,0,-70.886815920398,0
406,0,-96.4040404040404,0,0,0,0,0,0,-86.770901194354,0,0,0,0,0,0,0,0,0,0,-91.8975109809663,-93.6629213483146,0,-78.2139659803044,0,-69.433007985803,0
408,0,-94.4794520547945,0,0,0,0,0,0,-87.6131664853101,-99.3571428571429,0,0,0,0,0,0,0,0,0,-90.8812199036918,-92.0183266932271,0,-78.8336798336798,0,-69.0159547092126,0
410,0,-96.0223880597015,0,0,0,0,0,0,-88.3468715697036,-98.6538461538462,0,0,0,0,0,0,0,0,0,-92.1188811188811,-92.9900568181818,0,-75.8044733044733,0,-65.202166064982,0
412,0,-96.1815068493151,0,0,0,0,0,0,-88.7488789237668,-97.6144578313253,0,0,0,0,0,0,0,0,0,-95.0266272189349,-91.5676767676768,0,-73.0613409415121,0,-69.6062322946176,0
414,0,-96.3636363636364,0,0,0,0,0,0,-89.1147776183644,-101,0,0,0,0,0,0,0,0,0,-94.1028708133971,-90.6138613861386,0,-74.7749326145553,0,-68.4457994579946,0
416,0,-96.7478991596639,0,0,0,0,0,0,-89.7505720823799,-98.7272727272727,0,0,0,0,0,0,0,0,0,-92.4626436781609,-93.8421052631579,0,-75.9846153846154,0,-64.864312267658,0
418,0,-96.4787644787645,0,0,0,0,0,0,-87.2018756169793,-98.6666666666667,0,0,0,0,0,0,0,0,0,-90.1353233830846,-94.1244979919679,0,-74.3625,0,-66.3995249406176,0
420,0,-95.7871621621622,0,0,0,0,0,0,-87.6200941915228,-100.5,0,0,0,0,0,0,0,0,0,-93.2598225602028,-92.3196347031963,0,-75.4479400749064,0,-73.509130752374,0
422,0,-97.8333333333333,0,0,0,0,0,0,-88.4773869346734,0,0,0,0,0,0,0,0,0,0,-94.625,-94.5241379310345,0,-79.0016891891892,0,-74.4102564102564,0
424,0,-94.8518518518518,0,0,0,0,0,0,-87.9983974358974,-97.03125,0,0,0,0,0,0,0,0,0,-88.4415322580645,-91.9304029304029,0,-75.0541795665635,0,-70.622848200313,0
426,0,0,0,0,0,0,0,0,-91.2440570522979,0,0,0,0,0,0,0,0,0,0,-93.1546052631579,-90.1325301204819,0,-78.9708121827411,0,-67.7322335025381,0
428,0,-97.9242424242424,0,0,0,0,0,0,-90.5475841874085,0,0,0,0,0,0,0,0,0,0,-90.9256373937677,-91.9856661045531,0,-75.7526269702277,0,-66.2018388791594,0
430,0,-95.6030534351145,0,0,0,0,0,0,-90.2698158526821,-98,0,0,0,0,0,0,0,0,0,-91.684554973822,-93.7077409162717,0,-82.1530014641288,0,-75.4583031182016,0
